,result_equal_vis,result_smooth_vis
91,0.012814911441358316,-0.0015503121708444615
92,0.0011834775366995317,0.012240540354642775
93,-0.0010376502057590313,-0.015513061468534692
94,0.0040455872902294375,-0.0033685797351386865
95,0.002589488580258588,0.014079393436216312
96,-0.004428109899451683,-0.013064488425613857
97,-0.002668717983431216,-0.001808126450587037
98,0.009778891313502637,0.011372205759293564
99,0.005810522873711306,0.0016614808631201568
100,-0.0030120969654514316,-0.00108332484565566
101,-0.017851693023312947,-0.011657344806534499
102,-0.005520417313830124,-0.014518826341847582
103,0.0059944024604442776,0.010359113862242687
104,0.0032320086182154165,-0.004585114597020872
105,-0.005297487566073674,-0.01725317594742138
106,-0.007498044820542197,-0.02816433800838106
107,-0.008893184809337915,0.0031332899963943954
108,0.012865098774969922,0.033702443638388535
109,-0.008364666325836411,-0.022902359997936956
110,0.008551723733769778,0.016733333267308817
111,0.00043239835367148724,0.011753720610380191
112,0.004778773710157837,0.015816762055359642
113,-0.0009998663389942806,0.008247768108744951
114,-0.004765729932704498,0.012566996169142945
115,-0.009344887827291001,-0.00807555865266749
116,-0.005989019109069752,-0.0069529970670304045
117,0.0020515832960829633,-0.007812793170063498
118,-0.013944304445053877,-0.027557829352185904
119,-0.014864967360034197,0.00012575488610464463
120,-0.0020253973099577274,-0.01934071535245932
121,0.006374243203299349,-0.003190627104751561
122,-0.023468187751061884,-0.024480608102767455
123,-0.0004595974525123857,0.006357083853209693
124,0.01797871922664528,-0.01383833079442111
125,0.002566924544218663,-0.005470485478431331
126,0.00992264347482621,0.035554968258921786
127,-0.004595123147729063,-0.002929521577207791
128,0.008164484578061711,0.01231088027231106
129,0.009731208489874575,0.008293730764969644
130,0.0017823795969501494,-0.009693049639494794
131,0.0006320123680860067,-0.027202202440575016
132,-0.009564451093195496,-0.00848878288024933
133,-0.007275131876800118,-0.010573052253916667
134,5.1830316365480034e-05,-0.02353544225422391
135,-0.013070468531677083,-0.0026481951175982357
136,0.0026239107988825132,0.0009668792505386234
137,0.01109768122000236,-0.010975128940138329
138,0.0040016915394286545,-0.018483062384657863
139,0.0012142013692312554,0.021919135615188146
140,-0.0018204005762248521,-0.029577894857377593
141,0.0005138991168719424,-0.008515003923613066
142,0.0016119188233625398,0.015430092826010374
143,-0.017308975647892463,-0.0035862110635765474
144,0.01021799210333801,0.014730299077777995
145,0.004297920095957663,0.025934043471046487
146,-0.00037145968567015063,0.03135163327860719
147,-0.0041416058660553165,0.024214678719661195
148,-0.01281714298191821,-0.01618768894766724
149,0.00786574941077354,-0.011391563983687698
150,-0.02364283556379739,-0.0024948341870314806
151,-0.0073244707920153505,-0.005517213094623389
152,-0.0055276262374292714,0.015057868347296603
153,0.01927078391966723,-0.035055526355015194
154,0.00044583096923369784,0.005477590712008803
155,-0.012159528139634803,0.02610395653692934
156,-0.005054050652411082,4.693714969471836e-05
157,0.0027990931863138093,-0.017620449494498844
158,0.012177175164208852,-0.02342479118007263
159,0.0019700004467021106,0.006585352820703174
160,0.00972125314255466,-0.016963422245713802
161,0.0005212827797530228,-0.0019221617955414595
162,8.705602096109128e-06,0.0011443140444648016
163,-7.796781620299242e-05,0.0038758237458731684
164,0.005056913709791637,0.004012991358594402
165,0.009901515595447247,-0.023691865681012673
166,0.00391451536033644,0.00012496066522421927
167,0.003701025677213855,0.003502493360963634
168,-0.00034463784042486323,-0.010423372431663237
169,0.005521985784638688,-0.007775340172625539
170,-0.0035889918323471857,0.0027889936731975524
171,0.0003322936145395242,0.004079488944798203
172,0.006839650365415471,0.023217375067967685
173,0.007182185679806053,-0.01303521672750642
174,0.002462462043662597,0.013334229627036504
