Date,equal,holy_grail
2021-08-25,1.1524043286434975,3.29729982954467
2021-08-26,1.1471088888374046,3.3057328214360884
2021-08-27,1.156474441669675,3.4069287241331114
2021-08-30,1.167728335574774,3.457526675481623
2021-08-31,1.169809670734883,3.3801761985744374
2021-09-01,1.1705490049150942,3.158543906938643
2021-09-02,1.159353346205395,3.230328995732703
2021-09-03,1.1700097508863374,3.49354098797759
2021-09-06,1.1614977756514973,3.6530634075199457
2021-09-07,1.161557976448667,3.5493738348174144
2021-09-08,1.1463758694697763,3.1984245118242316
2021-09-09,1.1493838574932564,3.181918372579918
2021-09-10,1.1621393531431332,3.311178235880591
2021-09-13,1.1667898763602433,3.3904609636892844
2021-09-14,1.1682065942257251,3.40320705753774
2021-09-15,1.1660799902684469,3.4980946839460603
2021-09-16,1.166679237745648,3.510677758348744
2021-09-17,1.1685598299697966,3.549745868838723
2021-09-22,1.148333256329744,3.30649789720978
2021-09-23,1.1600669164749218,3.3523442966248735
2021-09-24,1.165052791387895,3.3491031909596622
2021-09-27,1.1646200212442168,3.1221875432470876
2021-09-28,1.1597966241325064,3.176056087810082
2021-09-29,1.144931344971054,3.054939684332315
2021-09-30,1.153937088023136,3.1105965085092278
2021-10-01,1.1266547432000378,3.0240592299419764
2021-10-04,1.1184025934407835,2.9150467382361964
2021-10-05,1.1216408457326028,2.9439822011334438
2021-10-06,1.1154408343647588,2.9466107366158822
2021-10-07,1.1369362536589755,2.905109176945236
2021-10-08,1.1374431350509013,2.9257126696770173
2021-10-12,1.1236123632430155,2.848449129827318
2021-10-13,1.11793356944551,2.877097513070973
2021-10-14,1.1210627696824962,2.742041607506519
2021-10-15,1.134714147398993,2.742041607506519
2021-10-18,1.1369495347762482,2.742041607506519
2021-10-19,1.1480021090141177,2.742041607506519
2021-10-20,1.1486005427446668,2.7564733687388037
2021-10-21,1.1486105420039594,2.6947600125617237
2021-10-22,1.1485209873483317,2.873633350854435
2021-10-25,1.1543289588752368,2.9133124121427416
2021-10-26,1.1657585650638163,3.183699676301791
2021-10-27,1.1703219448732023,3.2940756382629814
2021-10-28,1.1746533364417848,3.2858404701104926
2021-10-29,1.1742485064526658,3.4717099219293845
2021-11-01,1.1807326900129307,3.643707749806189
2021-11-02,1.176495050032289,3.4757812274826065
2021-11-03,1.1848314881591266,3.587903246462689
2021-11-04,1.1852252000969474,3.4537276848157283
2021-11-05,1.1933317260698904,3.4932354097210174
2021-11-08,1.2019024561041276,3.6809316406911017
2021-11-09,1.204862095282469,3.8165012340271174
