,result_equal_vis,result_pca_vis
89,-0.004948380766891886,-0.00346694005447966
90,0.0023393302653344694,-0.00011209954878038982
91,0.012814911441358316,0.012201597798691117
92,0.0011834775366995317,0.002195883738776672
93,-0.0010376502057590313,-0.004605201732124244
94,0.0040455872902294375,0.007306948630881783
95,0.002589488580258588,0.0015257347484542302
96,-0.004428109899451683,0.02417445896002857
97,-0.002668717983431216,0.0122840152231086
98,0.009778891313502637,-0.01613744258248783
99,0.005810522873711306,-0.006293955649820422
100,-0.0030120969654514316,-0.008394927579715617
101,-0.017851693023312947,0.005722943097824598
102,-0.005520417313830124,0.01734817581730844
103,0.0059944024604442776,0.01941679350148552
104,0.0032320086182154165,-0.010339814734391764
105,-0.005297487566073674,0.01702176733629425
106,-0.007498044820542197,0.011505115572315788
107,-0.008893184809337915,-0.015327452003192233
108,0.012865098774969922,-0.013788481037121745
109,-0.008364666325836411,0.014210372900169856
110,0.008551723733769778,-0.0041744557448164035
111,0.00043239835367148724,-0.0022989135900241793
112,0.004778773710157837,-0.0023544252211166543
113,-0.0009998663389942806,0.010894597326280099
114,-0.004765729932704498,0.0007307674909525744
115,-0.009344887827291001,-0.011937107617901897
116,-0.005989019109069752,-0.014138162151910636
117,0.0020515832960829633,0.014888634359542175
118,-0.013944304445053877,-0.018926713316412495
119,-0.014864967360034197,-0.01780312388532334
120,-0.0020253973099577274,-0.0016773876722456806
121,0.006374243203299349,0.014771177706786143
122,-0.023468187751061884,-0.0337614207139224
123,-0.0004595974525123857,0.006558963142690332
124,0.01797871922664528,0.03362239251212065
125,0.002566924544218663,-0.006178597114606029
126,0.00992264347482621,0.01751974382713136
127,-0.004595123147729063,-0.0039540940238549345
128,0.008164484578061711,0.00524996106692884
129,0.009731208489874575,0.005937117214035928
130,0.0017823795969501494,-0.00363894927664836
131,0.0006320123680860067,-0.010472331900830547
132,-0.009564451093195496,-0.006819294706470874
133,-0.007275131876800118,0.011709423661596741
134,5.1830316365480034e-05,-0.0019399095786037438
135,-0.013070468531677083,0.017288351280171164
136,0.0026239107988825132,-0.004709202800147021
137,0.01109768122000236,-0.014633394749712092
138,0.0040016915394286545,-0.0012736632778068493
139,0.0012142013692312554,0.0018211760542480027
140,-0.0018204005762248521,0.0019442653794441017
141,0.0005138991168719424,0.0011898225724545995
142,0.0016119188233625398,-0.005350662995834596
143,-0.017308975647892463,0.020845266287045017
144,0.01021799210333801,-0.011840034513241825
145,0.004297920095957663,-0.007245406234549262
146,-0.00037145968567015063,0.0022808187584113047
147,-0.0041416058660553165,0.007858896844247358
148,-0.01281714298191821,0.01724833691500237
149,0.00786574941077354,-0.010352858630293447
150,-0.02364283556379739,0.03211413390809643
151,-0.0073244707920153505,0.015969043506377734
152,-0.0055276262374292714,0.011888897168114892
153,0.01927078391966723,-0.02555449686286391
154,0.00044583096923369784,0.0009377990026676466
155,-0.012159528139634803,0.021876504866732708
156,-0.005054050652411082,0.0069914449467843075
157,0.0027990931863138093,-0.007360993747492797
158,0.012177175164208852,-0.013768850563293961
159,0.0019700004467021106,-0.0028144371545550744
160,0.00972125314255466,-0.014126562730803911
161,0.0005212827797530228,-0.0025639658697803507
162,8.705602096109128e-06,0.0005724547874090193
163,-7.796781620299242e-05,0.0032708586399416767
164,0.005056913709791637,-0.010513610031487656
165,0.009901515595447247,-0.011109615976968936
166,0.00391451536033644,-0.00609820484705805
167,0.003701025677213855,-0.00487274919567708
168,-0.00034463784042486323,-0.005271185613883304
169,0.005521985784638688,-0.00749196882827865
170,-0.0035889918323471857,0.004051683678106142
171,0.0003322936145395242,-0.0012173240400618272
172,0.006839650365415471,-0.01332412435522455
173,0.007182185679806053,-0.007738363667284421
174,0.002462462043662597,-0.003708020917062416
